context,original_value,normalized_value,english_value,translation_strategy,matched_terms
locality,CORREGIMIENTO SAN JUAN BOSCO,corregimiento san juan bosco,Township San Juan Bosco,token_dictionary_match,corregimiento
locality,CORREGIMIENTO SAN RAFAEL DE LEBRIJA,corregimiento san rafael de lebrija,Township San Rafael of Lebrija,token_dictionary_match,"corregimiento, de"
locality,CORREGIMIENTO SANTA CRUZ,corregimiento santa cruz,Township Santa Cruz,token_dictionary_match,corregimiento
locality,CORREGIMIENTO SANTA RITA,corregimiento santa rita,Township Santa Rita,token_dictionary_match,corregimiento
locality,CORREGIMIENTO SINCELADA,corregimiento sincelada,Township Sincelada,token_dictionary_match,corregimiento
locality,CORREGIMIENTOS CAMPO CAPOTE Y LAS MONTOYAS,corregimientos campo capote y las montoyas,Corregimientos Campo Capote and Las Montoyas,token_dictionary_match,y
locality,"CORREGIMIENTOS PAPAYAL, SAN RAFAEL",corregimientos papayal san rafael,"Corregimientos Papayal, San Rafael",locality_passthrough,
locality,"CORREGIMIENTOS PLAN DE ARMAS, MIRA LINDO Y SAN IGNACIO",corregimientos plan de armas mira lindo y san ignacio,Corregimientos Plan of Armas Mira Lindo and San Ignacio,token_dictionary_match,"de, y"
locality,CORREGIMIIENTO DE SEVILLA,corregimiiento de sevilla,Corregimiiento of Sevilla,token_dictionary_match,de
locality,CORREGIMINTO PROVINCIA,corregiminto provincia,Corregiminto Provincia,locality_passthrough,
locality,CRECIENTE DEL RIO DE ORO,creciente del rio de oro,Creciente of the Rio of Oro,token_dictionary_match,"del, de"
locality,CRECIENTE DEL RIO MOGOTICOS,creciente del rio mogoticos,Creciente of the Rio Mogoticos,token_dictionary_match,del
locality,CRECIENTE RIO JORDAN Y PESCADERITO,creciente rio jordan y pescaderito,Creciente Rio Jordan and Pescaderito,token_dictionary_match,y
locality,EL SOCORRO CENTRO,el socorro centro,The Socorro Centro,token_dictionary_match,el
locality,ENTRADA AL MUNICIPIO SECTOR EL MATADERO,entrada al municipio sector el matadero,Entrada Al Municipio Sector the Matadero,token_dictionary_match,el
locality,EROCION RIO MAGDALENA,erocion rio magdalena,Erocion Rio Magdalena,locality_passthrough,
locality,ESCARPA SECTOR CRISTAL BAJO,escarpa sector cristal bajo,Escarpa Sector Cristal Bajo,locality_passthrough,
locality,ESTACION DE SERVICIO ORIENTAL,estacion de servicio oriental,Estacion of Servicio Oriental,token_dictionary_match,de
locality,FINCA LA FORTUNA,finca la fortuna,Finca the Fortuna,token_dictionary_match,la
locality,FINCA LAS MARGARITAS,finca las margaritas,Finca Las Margaritas,locality_passthrough,
locality,FINCA SAN ANTONIO VEREDA SAN ISIDRO,finca san antonio vereda san isidro,Finca San Antonio Rural Hamlet San Isidro,token_dictionary_match,vereda
locality,FINCA SIPRIALES KM 16 VIA A BUCARAMANGA,finca sipriales km 16 via a bucaramanga,Finca Sipriales Km 16 Road A Bucaramanga,token_dictionary_match,via
locality,HOSPITAL DE MATANZA,hospital de matanza,Hospital of Matanza,token_dictionary_match,de
locality,KILOMETRO 16 VIA A BUCARAMANGA,kilometro 16 via a bucaramanga,Kilometro 16 Road A Bucaramanga,token_dictionary_match,via
locality,KILOMETRO 18 VIA A BUCARAMANGA,kilometro 18 via a bucaramanga,Kilometro 18 Road A Bucaramanga,token_dictionary_match,via
locality,KILOMETRO 3 VIA A BUCARAMANGA,kilometro 3 via a bucaramanga,Kilometro 3 Road A Bucaramanga,token_dictionary_match,via
locality,KILOMETRO 8 FINCA EL MANATI,kilometro 8 finca el manati,Kilometro 8 Finca the Manati,token_dictionary_match,el
locality,KM 16 VIA A BUCARAMANGA,km 16 via a bucaramanga,Km 16 Road A Bucaramanga,token_dictionary_match,via
locality,KM 3 VIA A BUCARAMANGA,km 3 via a bucaramanga,Km 3 Road A Bucaramanga,token_dictionary_match,via
locality,KM 50 VIA GIRON - ZAPATOCA,km 50 via giron - zapatoca,Km 50 Road Giron - Zapatoca,token_dictionary_match,via
locality,KM 52 + 300 TRONCAL DEL CARARE,km 52 300 troncal del carare,Km 52 300 Troncal of the Carare,token_dictionary_match,del
locality,KM 53 VIA BUCARAMANGA A BOGOTA,km 53 via bucaramanga a bogota,Km 53 Road Bucaramanga A Bogota,token_dictionary_match,via
locality,KM 6 VIA A BUCARAMANGA,km 6 via a bucaramanga,Km 6 Road A Bucaramanga,token_dictionary_match,via
locality,KM 8 VIA A BUCARAMANGA,km 8 via a bucaramanga,Km 8 Road A Bucaramanga,token_dictionary_match,via
locality,"LAS POMPAS, LOS CANELOS",las pompas los canelos,"Las Pompas, Los Canelos",locality_passthrough,
locality,LIMITES CON COBARACHIA (BOYACA),limites con cobarachia boyaca,Limites Con Cobarachia (Boyaca),locality_passthrough,
locality,MERCADO CAMPESINO,mercado campesino,Mercado Campesino,locality_passthrough,
locality,PARA DE IGUAQUE LIMITES CON BOYACA,para de iguaque limites con boyaca,Para of Iguaque Limites Con Boyaca,token_dictionary_match,de
locality,PEÑA DE ORO CHIQUITO,pena de oro chiquito,Pena of Oro Chiquito,token_dictionary_match,de
locality,PLAZA DE MERCADO Y SECTOR CENTRO,plaza de mercado y sector centro,Plaza of Mercado and Sector Centro,token_dictionary_match,"de, y"
locality,PUENTE EL PALENQUE RIO FONCE,puente el palenque rio fonce,Puente the Palenque Rio Fonce,token_dictionary_match,el
locality,PUENTE QUEBRADA SANTA CLARA,puente quebrada santa clara,Puente Quebrada Santa Clara,locality_passthrough,
locality,PUENTE SOBRE EL RIO OIBITA/VIA NACIONAL,puente sobre el rio oibita via nacional,Puente Sobre the Rio Oibita Road Nacional,token_dictionary_match,"el, via"
locality,PUERTO ARAUJO,puerto araujo,Puerto Araujo,locality_passthrough,
locality,QUEBRADA BARICHARA,quebrada barichara,Quebrada Barichara,locality_passthrough,
locality,QUEBRADA CURITI,quebrada curiti,Quebrada Curiti,locality_passthrough,
locality,QUEBRADA EL BAUL Y MONTE OSCURO,quebrada el baul y monte oscuro,Quebrada the Baul and Monte Oscuro,token_dictionary_match,"el, y"
locality,QUEBRADA EL CANELO,quebrada el canelo,Quebrada the Canelo,token_dictionary_match,el
locality,QUEBRADA EL CONSUELO,quebrada el consuelo,Quebrada the Consuelo,token_dictionary_match,el
locality,QUEBRADA EL PANTANO,quebrada el pantano,Quebrada the Pantano,token_dictionary_match,el
locality,QUEBRADA EL ROPERO,quebrada el ropero,Quebrada the Ropero,token_dictionary_match,el
locality,QUEBRADA FAVITERA,quebrada favitera,Quebrada Favitera,locality_passthrough,
locality,QUEBRADA HELECHALES,quebrada helechales,Quebrada Helechales,locality_passthrough,
locality,QUEBRADA LA ANGULA,quebrada la angula,Quebrada the Angula,token_dictionary_match,la
locality,QUEBRADA LA CHIMERA,quebrada la chimera,Quebrada the Chimera,token_dictionary_match,la
locality,QUEBRADA LA CHIMERA VEREDA SABANETA,quebrada la chimera vereda sabaneta,Quebrada the Chimera Rural Hamlet Sabaneta,token_dictionary_match,"la, vereda"
locality,QUEBRADA LA GRANDE Y RIO DE ORO,quebrada la grande y rio de oro,Quebrada the Grande and Rio of Oro,token_dictionary_match,"la, y, de"
locality,QUEBRADA LA HONDA,quebrada la honda,Quebrada the Honda,token_dictionary_match,la
locality,QUEBRADA LA LEONA SECTOR SANTA CLARA,quebrada la leona sector santa clara,Quebrada the Leona Sector Santa Clara,token_dictionary_match,la
locality,QUEBRADA LA LLORONA,quebrada la llorona,Quebrada the Llorona,token_dictionary_match,la
locality,QUEBRADA LA MAGNOLIA,quebrada la magnolia,Quebrada the Magnolia,token_dictionary_match,la
locality,QUEBRADA LA PARAMERA,quebrada la paramera,Quebrada the Paramera,token_dictionary_match,la
locality,QUEBRADA LA PINCHOTA,quebrada la pinchota,Quebrada the Pinchota,token_dictionary_match,la
locality,QUEBRADA LA WITOCA,quebrada la witoca,Quebrada the Witoca,token_dictionary_match,la
locality,QUEBRADA LAS CAMELIAS BARRIO LA FERIA,quebrada las camelias barrio la feria,Quebrada Las Camelias Neighborhood the Feria,token_dictionary_match,"barrio, la"
locality,QUEBRADA LAS CRUCES,quebrada las cruces,Quebrada Las Cruces,locality_passthrough,
locality,QUEBRADA LAS LAJAS Y LA PINCHOTA,quebrada las lajas y la pinchota,Quebrada Las Lajas and the Pinchota,token_dictionary_match,"y, la"
locality,QUEBRADA PENITENTE,quebrada penitente,Quebrada Penitente,locality_passthrough,
locality,QUEBRADA PERCHIQUEZ,quebrada perchiquez,Quebrada Perchiquez,locality_passthrough,
locality,QUEBRADA SANTA BARBARA,quebrada santa barbara,Quebrada Santa Barbara,locality_passthrough,
locality,QUEBRADA SANTA CLARA,quebrada santa clara,Quebrada Santa Clara,locality_passthrough,
locality,QUEBRADA SANTA ROSA PEDREGALES,quebrada santa rosa pedregales,Quebrada Santa Rosa Pedregales,locality_passthrough,
locality,QUEBRADA SILGARA,quebrada silgara,Quebrada Silgara,locality_passthrough,
locality,QUEBRADA TABACUTA,quebrada tabacuta,Quebrada Tabacuta,locality_passthrough,
locality,QUEBRADAS CHIVIRITI Y LA WITOCA,quebradas chiviriti y la witoca,Quebradas Chiviriti and the Witoca,token_dictionary_match,"y, la"
locality,QUEBRADAS EL MOLINO Y TAJAMAR,quebradas el molino y tajamar,Quebradas the Molino and Tajamar,token_dictionary_match,"el, y"
locality,QUEBRADAS LA VEGA Y LA CHIRIGUA,quebradas la vega y la chirigua,Quebradas the Vega and the Chirigua,token_dictionary_match,"la, y, la"
locality,QUEBRRADA SANTA CLARA,quebrrada santa clara,Quebrrada Santa Clara,locality_passthrough,
locality,REPRESA LA BATANERA,represa la batanera,Represa the Batanera,token_dictionary_match,la
locality,RIO CACHIRA SECTOR EL TALADRO,rio cachira sector el taladro,Rio Cachira Sector the Taladro,token_dictionary_match,el
locality,RIO CASCAJALES,rio cascajales,Rio Cascajales,locality_passthrough,
locality,RIO CHARTA SECTOR LA PLAYA,rio charta sector la playa,Rio Charta Sector the Playa,token_dictionary_match,la
locality,RIO CHICAMOCHA,rio chicamocha,Rio Chicamocha,locality_passthrough,
locality,RIO CUCHINERO,rio cuchinero,Rio Cuchinero,locality_passthrough,
locality,RIO FRIO Y QUEBRADA LA IGLESIA,rio frio y quebrada la iglesia,Rio Frio and Quebrada the Iglesia,token_dictionary_match,"y, la"
locality,RIO GUAYABITO BARRIO LOS PINOS,rio guayabito barrio los pinos,Rio Guayabito Neighborhood Los Pinos,token_dictionary_match,barrio
locality,RIO HUERTAS,rio huertas,Rio Huertas,locality_passthrough,
locality,RIO LEBRIJA SECTOR BOCAS DE LA TIGRA,rio lebrija sector bocas de la tigra,Rio Lebrija Sector Bocas of the Tigra,token_dictionary_match,"de, la"
locality,RIO MAGDALENA VUELTA DE PERICOS,rio magdalena vuelta de pericos,Rio Magdalena Vuelta of Pericos,token_dictionary_match,de
locality,RIO OPONCITO VEREDA LAS MARGARITAS,rio oponcito vereda las margaritas,Rio Oponcito Rural Hamlet Las Margaritas,token_dictionary_match,vereda
locality,RIO PALERMO,rio palermo,Rio Palermo,locality_passthrough,
locality,RIO TUNEVO VIA A MACARAVITA,rio tunevo via a macaravita,Rio Tunevo Road A Macaravita,token_dictionary_match,via
locality,RIO VERGELANO,rio vergelano,Rio Vergelano,locality_passthrough,
locality,RUTA DEL CACAO PR-26,ruta del cacao pr-26,Ruta of the Cacao Pr-26,token_dictionary_match,del
locality,RUTA DEL CACAO PR-44+700,ruta del cacao pr-44 700,Ruta of the Cacao Pr-44 700,token_dictionary_match,del
locality,SALIDA A CIMITARRA BARRIO ATALAYA,salida a cimitarra barrio atalaya,Salida A Cimitarra Neighborhood Atalaya,token_dictionary_match,barrio
locality,SALIDA DEL PUEBLO HACIA ENCISO,salida del pueblo hacia enciso,Salida of the Pueblo Hacia Enciso,token_dictionary_match,del
locality,SALIDA HACIA BUCARAMANGA,salida hacia bucaramanga,Salida Hacia Bucaramanga,locality_passthrough,
locality,SAN JUAN BOSC LA VEREDA,san juan bosc la vereda,San Juan Bosc the Rural Hamlet,token_dictionary_match,"la, vereda"
locality,SANTANDER,santander,Santander,locality_passthrough,
locality,SCTOR TENERIFE CORREGIMIENTO EL CENTRO,sctor tenerife corregimiento el centro,Sctor Tenerife Township the Centro,token_dictionary_match,"corregimiento, el"
locality,SECTOR ALTAMIRA,sector altamira,Sector Altamira,locality_passthrough,
locality,SECTOR CASCO URBANO SUCRE,sector casco urbano sucre,Sector Casco Urbano Sucre,locality_passthrough,
locality,SECTOR CENTRO DE LA CIUDAD,sector centro de la ciudad,Sector Centro of the Ciudad,token_dictionary_match,"de, la"
locality,SECTOR CERRO RUITOQUE,sector cerro ruitoque,Sector Cerro Ruitoque,locality_passthrough,
locality,SECTOR CIRO OLARTE VIA HACIA GUADALUPE,sector ciro olarte via hacia guadalupe,Sector Ciro Olarte Road Hacia Guadalupe,token_dictionary_match,via
locality,SECTOR COLA DE PATOVIA SAN VICENTE - BARRANCABERMEJA,sector cola de patovia san vicente - barrancabermeja,Sector Cola of Patovia San Vicente - Barrancabermeja,token_dictionary_match,de
locality,SECTOR CORTADERAS,sector cortaderas,Sector Cortaderas,locality_passthrough,
locality,"SECTOR EL BOQUERON, SAN FRANCISCO",sector el boqueron san francisco,Sector the Boqueron San Francisco,token_dictionary_match,el
locality,SECTOR EL CENTRO,sector el centro,Sector the Centro,token_dictionary_match,el
locality,SECTOR EL CHAMIZAL VEREDA AVENDAÑO,sector el chamizal vereda avendano,Sector the Chamizal Rural Hamlet Avendano,token_dictionary_match,"el, vereda"
locality,SECTOR EL CRUCE RUTA DEL SOL,sector el cruce ruta del sol,Sector the Cruce Ruta of the Sol,token_dictionary_match,"el, del"
locality,SECTOR EL GUAYABO,sector el guayabo,Sector the Guayabo,token_dictionary_match,el
locality,SECTOR EL GUAYABO RIO MAGDALENA,sector el guayabo rio magdalena,Sector the Guayabo Rio Magdalena,token_dictionary_match,el
locality,SECTOR EL MADROÑO Y GUAYABAL,sector el madrono y guayabal,Sector the Madrono and Guayabal,token_dictionary_match,"el, y"
locality,SECTOR EL MUELLE DE ECOPETROL,sector el muelle de ecopetrol,Sector the Muelle of Ecopetrol,token_dictionary_match,"el, de"
locality,SECTOR EL PALENQUE VIA NACIONAL,sector el palenque via nacional,Sector the Palenque Road Nacional,token_dictionary_match,"el, via"
locality,SECTOR EL PINO Y VEREDA LLANO GRANDE,sector el pino y vereda llano grande,Sector the Pino and Rural Hamlet Llano Grande,token_dictionary_match,"el, y, vereda"
locality,SECTOR EL PUENTE,sector el puente,Sector the Puente,token_dictionary_match,el
locality,SECTOR EL PUENTE/QUEBRADA SANTA ROSA,sector el puente quebrada santa rosa,Sector the Puente Quebrada Santa Rosa,token_dictionary_match,el
locality,SECTOR EL TABLAZO,sector el tablazo,Sector the Tablazo,token_dictionary_match,el
locality,SECTOR EL TANQUE VIA A SOTO NORTE,sector el tanque via a soto norte,Sector the Tanque Road A Soto Norte,token_dictionary_match,"el, via"
locality,SECTOR EL VALIENTE,sector el valiente,Sector the Valiente,token_dictionary_match,el
locality,SECTOR GUATIGUARA,sector guatiguara,Sector Guatiguara,locality_passthrough,
locality,SECTOR GUATIGUARA Y VIA NACIONAL,sector guatiguara y via nacional,Sector Guatiguara and Road Nacional,token_dictionary_match,"y, via"
locality,SECTOR KM 22+500 VIA SAN GIL,sector km 22 500 via san gil,Sector Km 22 500 Road San Gil,token_dictionary_match,via
locality,SECTOR LA 200,sector la 200,Sector the 200,token_dictionary_match,la
locality,SECTOR LA CANTERA,sector la cantera,Sector the Cantera,token_dictionary_match,la
locality,SECTOR LA INMACULADA,sector la inmaculada,Sector the Inmaculada,token_dictionary_match,la
locality,SECTOR LA PISCINA,sector la piscina,Sector the Piscina,token_dictionary_match,la
locality,SECTOR LA PLAYA Y EL ZANCUDO,sector la playa y el zancudo,Sector the Playa and the Zancudo,token_dictionary_match,"la, y, el"
locality,"SECTOR LA PLAYA, RIO CHARTA",sector la playa rio charta,Sector the Playa Rio Charta,token_dictionary_match,la
locality,SECTOR LA TIGRANA,sector la tigrana,Sector the Tigrana,token_dictionary_match,la
locality,SECTOR LA VATICOLA,sector la vaticola,Sector the Vaticola,token_dictionary_match,la
locality,SECTOR LA VIRGEN VIA NACIONAL,sector la virgen via nacional,Sector the Virgen Road Nacional,token_dictionary_match,"la, via"
locality,SECTOR LA Y VIA A SAN GIL,sector la y via a san gil,Sector the and Road A San Gil,token_dictionary_match,"la, y, via"
locality,SECTOR LAS JUNTAS,sector las juntas,Sector Las Juntas,locality_passthrough,
locality,SECTOR LO CUROS VIA A MALAGA,sector lo curos via a malaga,Sector Lo Curos Road A Malaga,token_dictionary_match,via
locality,"SECTOR LOS CUROS, EL RECREO Y VIA A MALAGA",sector los curos el recreo y via a malaga,Sector Los Curos the Recreo and Road A Malaga,token_dictionary_match,"el, y, via"
locality,SECTOR MATA DE CACAO,sector mata de cacao,Sector Mata of Cacao,token_dictionary_match,de
locality,SECTOR MIRAMANGA,sector miramanga,Sector Miramanga,locality_passthrough,
locality,SECTOR MONTE GRANDE,sector monte grande,Sector Monte Grande,locality_passthrough,
locality,SECTOR ORIENTAL Y NORTE,sector oriental y norte,Sector Oriental and Norte,token_dictionary_match,y
locality,SECTOR PEÑA NEGRA,sector pena negra,Sector Peña Negra,locality_passthrough,
locality,SECTOR POZO 7,sector pozo 7,Sector Pozo 7,locality_passthrough,
locality,SECTOR POZO 7 Y LA BENDICION DE DIOS,sector pozo 7 y la bendicion de dios,Sector Pozo 7 and the Bendicion of Dios,token_dictionary_match,"y, la, de"
locality,SECTOR PUENTE SANTA CLARA,sector puente santa clara,Sector Puente Santa Clara,locality_passthrough,
locality,SECTOR PUENTE TONA,sector puente tona,Sector Puente Tona,locality_passthrough,
locality,SECTOR QUEBRADA EL CANELO,sector quebrada el canelo,Sector Quebrada the Canelo,token_dictionary_match,el
locality,SECTOR RUITOQUE,sector ruitoque,Sector Ruitoque,locality_passthrough,
locality,SECTOR RUITOQUE BAJO,sector ruitoque bajo,Sector Ruitoque Bajo,locality_passthrough,
locality,SECTOR SEILAN,sector seilan,Sector Seilan,locality_passthrough,
locality,SECTOR SUPARI,sector supari,Sector Supari,locality_passthrough,
locality,SECTOR VANEGAS Y CONCHAL,sector vanegas y conchal,Sector Vanegas and Conchal,token_dictionary_match,y
locality,SECTOR VERSALLES FINCA DEL SR JOSERONDEROS,sector versalles finca del sr joseronderos,Sector Versalles Finca of the Sr Joseronderos,token_dictionary_match,del
locality,SECTOR VIJAGUAL,sector vijagual,Sector Vijagual,locality_passthrough,
locality,SECTOR VILLAS DEL GIRARDOT,sector villas del girardot,Sector Villas of the Girardot,token_dictionary_match,del
locality,SECTOR VUELTA PERICO,sector vuelta perico,Sector Vuelta Perico,locality_passthrough,
locality,SECTORES CALLE 45 VIA A CHIMITA,sectores calle 45 via a chimita,Sectores Calle 45 Road A Chimita,token_dictionary_match,via
locality,"SECTORES LUZ DE SALVACION, CRISTAL BAJO",sectores luz de salvacion cristal bajo,Sectores Luz of Salvacion Cristal Bajo,token_dictionary_match,de
locality,SECTORES SITIO NUEVO Y VUELTA PERICO,sectores sitio nuevo y vuelta perico,Sectores Sitio Nuevo and Vuelta Perico,token_dictionary_match,y
locality,SOCTOR ORIENTAL,soctor oriental,Soctor Oriental,locality_passthrough,
locality,SUCTORES DEL PARAMO,suctores del paramo,Suctores of the Paramo,token_dictionary_match,del
locality,TODA LA JURISDICCION,toda la jurisdiccion,Entire jurisdiction,exact_dictionary_match,toda la jurisdiccion
locality,TODO EL CASCO URBANO,todo el casco urbano,Todo the Casco Urbano,token_dictionary_match,el
locality,TRONCAL DEL CARARE,troncal del carare,Troncal of the Carare,token_dictionary_match,del
locality,VARIAS VEREDAS,varias veredas,Varias Veredas,locality_passthrough,
locality,VARIOS SECTORES,varios sectores,Varios Sectores,locality_passthrough,
locality,VERA LAS MONTUYAS Y CIENAGA DEL CHUCURI,vera las montuyas y cienaga del chucuri,Vera Las Montuyas and Cienaga of the Chucuri,token_dictionary_match,"y, del"
locality,VERDA LA VIRGINIA,verda la virginia,Verda the Virginia,token_dictionary_match,la
locality,VEREA GUATIGUARA,verea guatiguara,Verea Guatiguara,locality_passthrough,
locality,VEREA ROSA BLANCA,verea rosa blanca,Verea Rosa Blanca,locality_passthrough,
locality,VERED LOS BURROS,vered los burros,Vered Los Burros,locality_passthrough,
locality,VEREDA A NEGREÑA,vereda a negrena,Rural Hamlet A Negrena,token_dictionary_match,vereda
locality,VEREDA ACAPULCO,vereda acapulco,Rural Hamlet Acapulco,token_dictionary_match,vereda
locality,VEREDA AGUA BLANCA,vereda agua blanca,Rural Hamlet Agua Blanca,token_dictionary_match,vereda
locality,VEREDA AGUA BONITA,vereda agua bonita,Rural Hamlet Agua Bonita,token_dictionary_match,vereda
locality,VEREDA AGUA FRIA,vereda agua fria,Rural Hamlet Agua Fria,token_dictionary_match,vereda
locality,VEREDA AGUA LOS PINOS,vereda agua los pinos,Rural Hamlet Agua Los Pinos,token_dictionary_match,vereda
locality,VEREDA AGUADITA SECTOR LA RAYADA,vereda aguadita sector la rayada,Rural Hamlet Aguadita Sector the Rayada,token_dictionary_match,"vereda, la"
locality,VEREDA AGUAS BLANCAS BAJO SIMACOTA,vereda aguas blancas bajo simacota,Rural Hamlet Aguas Blancas Bajo Simacota,token_dictionary_match,vereda
locality,VEREDA AGUAS CLARAS,vereda aguas claras,Rural Hamlet Aguas Claras,token_dictionary_match,vereda
locality,VEREDA AGUAS NEGRAS,vereda aguas negras,Rural Hamlet Aguas Negras,token_dictionary_match,vereda
locality,VEREDA ALTA MIRA,vereda alta mira,Rural Hamlet Alta Mira,token_dictionary_match,vereda
locality,VEREDA ANGOSTURAS,vereda angosturas,Rural Hamlet Angosturas,token_dictionary_match,vereda
locality,VEREDA ARENAL,vereda arenal,Rural Hamlet Arenal,token_dictionary_match,vereda
locality,VEREDA BACHIGA,vereda bachiga,Rural Hamlet Bachiga,token_dictionary_match,vereda
locality,VEREDA BAJO PALMAS Y EL PAVO,vereda bajo palmas y el pavo,Rural Hamlet Bajo Palmas and the Pavo,token_dictionary_match,"vereda, y, el"
locality,VEREDA BARBULA SECTOR EL MORAL,vereda barbula sector el moral,Rural Hamlet Barbula Sector the Moral,token_dictionary_match,"vereda, el"
locality,VEREDA BARRIO NUENO,vereda barrio nueno,Rural Hamlet Neighborhood Nueno,token_dictionary_match,"vereda, barrio"
locality,VEREDA BELLA VISTA,vereda bella vista,Rural Hamlet Bella Vista,token_dictionary_match,vereda
locality,VEREDA BOCAS DE LA CORCOVADA,vereda bocas de la corcovada,Rural Hamlet Bocas of the Corcovada,token_dictionary_match,"vereda, de, la"
locality,VEREDA BOCAS DE LA TIGRA,vereda bocas de la tigra,Rural Hamlet Bocas of the Tigra,token_dictionary_match,"vereda, de, la"
locality,VEREDA BOCAS DEL CARARE Y CIENAGA,vereda bocas del carare y cienaga,Rural Hamlet Bocas of the Carare and Cienaga,token_dictionary_match,"vereda, del, y"
locality,VEREDA BOMBONÁ SECTOR EL TERMINO,vereda bombona sector el termino,Rural Hamlet Bombona Sector the Termino,token_dictionary_match,"vereda, el"
locality,VEREDA BOYAGA,vereda boyaga,Rural Hamlet Boyaga,token_dictionary_match,vereda
locality,VEREDA BOYAGA SECTOR LA PAJA,vereda boyaga sector la paja,Rural Hamlet Boyaga Sector the Paja,token_dictionary_match,"vereda, la"
locality,VEREDA BRISAS DEL TALADRO,vereda brisas del taladro,Rural Hamlet Brisas of the Taladro,token_dictionary_match,"vereda, del"
locality,VEREDA CABRERITAS,vereda cabreritas,Rural Hamlet Cabreritas,token_dictionary_match,vereda
locality,VEREDA CACHIRI VIA A CERRO TURBAY,vereda cachiri via a cerro turbay,Rural Hamlet Cachiri Road A Cerro Turbay,token_dictionary_match,"vereda, via"
locality,VEREDA CACHIRICITO ALTO,vereda cachiricito alto,Rural Hamlet Cachiricito Alto,token_dictionary_match,vereda
locality,VEREDA CACHIRICITO BAJO,vereda cachiricito bajo,Rural Hamlet Cachiricito Bajo,token_dictionary_match,vereda
locality,VEREDA CAIRASCO,vereda cairasco,Rural Hamlet Cairasco,token_dictionary_match,vereda
locality,VEREDA CALICHAL SECTOR EL TERMINO,vereda calichal sector el termino,Rural Hamlet Calichal Sector the Termino,token_dictionary_match,"vereda, el"
locality,VEREDA CALICHANA,vereda calichana,Rural Hamlet Calichana,token_dictionary_match,vereda
locality,VEREDA CAMPO GALA,vereda campo gala,Rural Hamlet Campo Gala,token_dictionary_match,vereda
locality,VEREDA CANTA BARA,vereda canta bara,Rural Hamlet Canta Bara,token_dictionary_match,vereda
locality,VEREDA CANTA VARA,vereda canta vara,Rural Hamlet Canta Vara,token_dictionary_match,vereda
locality,VEREDA CANTABARA,vereda cantabara,Rural Hamlet Cantabara,token_dictionary_match,vereda
locality,VEREDA CARABALI,vereda carabali,Rural Hamlet Carabali,token_dictionary_match,vereda
locality,VEREDA CARABOBO,vereda carabobo,Rural Hamlet Carabobo,token_dictionary_match,vereda
locality,VEREDA CARABOBO SECTOR TABETA,vereda carabobo sector tabeta,Rural Hamlet Carabobo Sector Tabeta,token_dictionary_match,vereda
locality,VEREDA CARAGUA ALTO,vereda caragua alto,Rural Hamlet Caragua Alto,token_dictionary_match,vereda
locality,VEREDA CARPINTEROS,vereda carpinteros,Rural Hamlet Carpinteros,token_dictionary_match,vereda
locality,VEREDA CASCAME,vereda cascame,Rural Hamlet Cascame,token_dictionary_match,vereda
locality,VEREDA CAÑO LIMON,vereda cano limon,Rural Hamlet Cano Limon,token_dictionary_match,vereda
locality,VEREDA CEDRALES LIMITES CON CONTRATACION,vereda cedrales limites con contratacion,Rural Hamlet Cedrales Limites Con Contratacion,token_dictionary_match,vereda
locality,VEREDA CENACUTA,vereda cenacuta,Rural Hamlet Cenacuta,token_dictionary_match,vereda
locality,VEREDA CHOCA,vereda choca,Rural Hamlet Choca,token_dictionary_match,vereda
locality,VEREDA CHOCOA,vereda chocoa,Rural Hamlet Chocoa,token_dictionary_match,vereda
locality,VEREDA CINCELADA,vereda cincelada,Rural Hamlet Cincelada,token_dictionary_match,vereda
locality,VEREDA CINCOMIL,vereda cincomil,Rural Hamlet Cincomil,token_dictionary_match,vereda
locality,VEREDA CLAVELLINAS,vereda clavellinas,Rural Hamlet Clavellinas,token_dictionary_match,vereda
locality,VEREDA CORRALFALSO,vereda corralfalso,Rural Hamlet Corralfalso,token_dictionary_match,vereda
locality,VEREDA CUPAGA,vereda cupaga,Rural Hamlet Cupaga,token_dictionary_match,vereda
locality,VEREDA CUTALIGUA,vereda cutaligua,Rural Hamlet Cutaligua,token_dictionary_match,vereda
locality,VEREDA DORADAS FINCA LA CAMPIÑA,vereda doradas finca la campina,Rural Hamlet Doradas Finca the Campina,token_dictionary_match,"vereda, la"
locality,VEREDA EL 15 EXTRACTORA MONTEREY,vereda el 15 extractora monterey,Rural Hamlet the 15 Extractora Monterey,token_dictionary_match,"vereda, el"
locality,VEREDA EL ALTILLO,vereda el altillo,Rural Hamlet the Altillo,token_dictionary_match,"vereda, el"
locality,VEREDA EL ALTO,vereda el alto,Rural Hamlet the Alto,token_dictionary_match,"vereda, el"
locality,VEREDA EL APURE,vereda el apure,Rural Hamlet the Apure,token_dictionary_match,"vereda, el"
locality,VEREDA EL ARENAL,vereda el arenal,Rural Hamlet the Arenal,token_dictionary_match,"vereda, el"
locality,VEREDA EL ARENAS,vereda el arenas,Rural Hamlet the Arenas,token_dictionary_match,"vereda, el"
locality,VEREDA EL BAMBU,vereda el bambu,Rural Hamlet the Bambu,token_dictionary_match,"vereda, el"
locality,VEREDA EL CANEY,vereda el caney,Rural Hamlet the Caney,token_dictionary_match,"vereda, el"
